code	trading_date	basic_price	ceiling_price	floor_price	open_price	highest_price	lowest_price	average_price	close_price	nm_total_traded_qtty	nm_total_traded_value
DL1	2016-04-21T00:00:00+07:00	10100	11100	9100	9800	9900	9600		9900	40100	391210000
DLR	2016-04-21T00:00:00+07:00	6000	6600	5400	0	0	0		6000	0	0
DNC	2016-04-21T00:00:00+07:00	20900	22900	18900	0	0	0		20900	0	0
DNM	2016-04-21T00:00:00+07:00	35000	38500	31500	32000	32000	32000		32000	550	17575000
DNP	2016-04-21T00:00:00+07:00	35900	39400	32400	36800	39400	36500		39400	82428	3117737000
DNY	2016-04-21T00:00:00+07:00	8400	9200	7600	8400	9100	7600		7600	62310	495486000
DP3	2016-04-21T00:00:00+07:00	20000	22000	18000	21500	21500	21500		21500	100	2150000
DPC	2016-04-21T00:00:00+07:00	36000	39600	32400	0	0	0		36000	0	0
DPS	2016-04-21T00:00:00+07:00	6800	7400	6200	6900	7200	6600		6600	248200	1694930000
DST	2016-04-21T00:00:00+07:00	40200	44200	36200	40900	40900	39200		40400	296200	11951380000
DXP	2016-04-21T00:00:00+07:00	62000	68200	55800	62100	63900	62100		62800	4500	282040000
DZM	2016-04-21T00:00:00+07:00	6000	6600	5400	5400	5400	5400		5400	200	1080000
E1SSHN30	2016-04-21T00:00:00+07:00	10000	11000	9000	0	0	0		10000	0	0
EBS	2016-04-21T00:00:00+07:00	9000	9900	8100	8300	8600	8300		8500	4800	40840000
ECI	2016-04-21T00:00:00+07:00	12900	14100	11700	0	0	0		12900	0	0
EFI	2016-04-21T00:00:00+07:00	8100	8900	7300	0	0	0		8100	0	0
EID	2016-04-21T00:00:00+07:00	13300	14600	12000	13300	13300	13300		13300	300	3990000
FDT	2016-04-21T00:00:00+07:00	35000	38500	31500	35000	35000	35000		35000	3000	105000000
FID	2016-04-21T00:00:00+07:00	12000	13200	10800	12000	12300	11900		12300	360500	4348810000
G20	2016-04-21T00:00:00+07:00	8000	8800	7200	8000	8000	7700		8000	4100	32110000
GLT	2016-04-21T00:00:00+07:00	28700	31500	25900	28800	29300	28800		29300	300	8700000
GMX	2016-04-21T00:00:00+07:00	20000	22000	18000	21000	21000	21000		21000	1000	21000000
HAD	2016-04-21T00:00:00+07:00	45700	50200	41200	0	0	0		45700	0	0
HAT	2016-04-21T00:00:00+07:00	56700	62300	51100	51100	51500	51100		51100	1600	81840000
HBE	2016-04-21T00:00:00+07:00	5400	5900	4900	4900	4900	4900		4900	100	490000
HBS	2016-04-21T00:00:00+07:00	3600	3900	3300	0	0	0		3600	0	0
HCC	2016-04-21T00:00:00+07:00	27400	30100	24700	27500	29400	27400		29200	29500	838870000
HCT	2016-04-21T00:00:00+07:00	10400	11400	9400	0	0	0		10400	0	0
HDA	2016-04-21T00:00:00+07:00	14800	16200	13400	14700	15300	14500		15100	255820	3779628000
HDO	2016-04-21T00:00:00+07:00	3000	3300	2700	3000	3300	3000		3300	29800	93210000
HEV	2016-04-21T00:00:00+07:00	11800	12900	10700	0	0	0		11800	0	0
HGM	2016-04-21T00:00:00+07:00	35000	38500	31500	0	0	0		35000	0	0
HHC	2016-04-21T00:00:00+07:00	28900	31700	26100	28300	28800	28300		28800	3667	103806000
HHG	2016-04-21T00:00:00+07:00	8100	8900	7300	8200	8200	7800		8000	83537	663318600
HJS	2016-04-21T00:00:00+07:00	16000	17600	14400	16500	16500	16500		16500	100	1650000
HKB	2016-04-21T00:00:00+07:00	21800	23900	19700	21000	22000	20500		21800	711600	15432640000
HLC	2016-04-21T00:00:00+07:00	8600	9400	7800	0	0	0		8600	0	0
HLD	2016-04-21T00:00:00+07:00	14400	15800	13000	14100	14200	14000		14100	88800	1252310000
HLY	2016-04-21T00:00:00+07:00	13500	14800	12200	12200	14000	12200		12500	1200	15120000
HMH	2016-04-21T00:00:00+07:00	15700	17200	14200	15700	15700	15500		15700	10700	166700000
HNM	2016-04-21T00:00:00+07:00	9200	10100	8300	9300	9500	9200		9500	7805	71986500
HOM	2016-04-21T00:00:00+07:00	6400	7000	5800	6400	6400	6200		6300	31000	195760000
HPM	2016-04-21T00:00:00+07:00	18600	20400	16800	18700	18700	18700		18700	500	9350000
HPS	2016-04-21T00:00:00+07:00	7000	7700	6300	0	0	0		7000	0	0
HST	2016-04-21T00:00:00+07:00	6700	7300	6100	0	0	0		7100	0	0
HTC	2016-04-21T00:00:00+07:00	42500	46700	38300	42000	42100	42000		42000	500	21010000
HTP	2016-04-21T00:00:00+07:00	17500	19200	15800	0	0	0		17500	0	0
HUT	2016-04-21T00:00:00+07:00	9300	10200	8400	9400	9500	9300		9400	572070	5351820000
HVA	2016-04-21T00:00:00+07:00	5900	6400	5400	5800	6000	5700		5700	313800	1825200000
HVT	2016-04-21T00:00:00+07:00	23500	25800	21200	0	0	0		23500	0	0
ICG	2016-04-21T00:00:00+07:00	7200	7900	6500	7200	7200	7200		7200	15500	111583600
IDJ	2016-04-21T00:00:00+07:00	2700	2900	2500	2500	2500	2500		2500	47300	118250000
IDV	2016-04-21T00:00:00+07:00	42600	46800	38400	44000	44200	42700		42700	1800	79330000
INC	2016-04-21T00:00:00+07:00	5400	5900	4900	0	0	0		5400	0	0
INN	2016-04-21T00:00:00+07:00	48000	52800	43200	47500	47500	45000		45700	11500	528770000
ITQ	2016-04-21T00:00:00+07:00	6400	7000	5800	6300	6600	5900		6500	1603600	10050280000
IVS	2016-04-21T00:00:00+07:00	17100	18800	15400	17100	17500	17000		17100	195500	3360920000
KDM	2016-04-21T00:00:00+07:00	12100	13300	10900	12100	12500	11700		12500	491800	5987670000
KHB	2016-04-21T00:00:00+07:00	5000	5500	4500	5000	5200	5000		5100	1085840	5465020000
KHL	2016-04-21T00:00:00+07:00	1900	2000	1800	2000	2000	1900		1900	34000	64750000
KKC	2016-04-21T00:00:00+07:00	11000	12100	9900	11400	11500	11400		11500	6100	69740000
KLF	2016-04-21T00:00:00+07:00	3400	3700	3100	3500	3500	3300		3400	2708030	9176404800
KLS	2016-04-21T00:00:00+07:00	9300	10200	8400	9300	9500	9300		9400	1598200	15032245000
KMT	2016-04-21T00:00:00+07:00	6400	7000	5800	0	0	0		6400	0	0
KSD	2016-04-21T00:00:00+07:00	4000	4400	3600	4000	4000	3900		3900	2800	10950000
KSK	2016-04-21T00:00:00+07:00	3000	3300	2700	3000	3000	2900		3000	213520	633168000
KSQ	2016-04-21T00:00:00+07:00	3600	3900	3300	3700	3800	3700		3700	173026	656938800
KST	2016-04-21T00:00:00+07:00	4500	4900	4100	0	0	0		4500	0	0
KTS	2016-04-21T00:00:00+07:00	39400	43300	35500	41000	43300	37000		43300	18430	791847500
KTT	2016-04-21T00:00:00+07:00	3800	4100	3500	3800	3900	3800		3900	500	1910000
KVC	2016-04-21T00:00:00+07:00	11100	12200	10000	11000	11200	11000		11200	512200	5691120000
L14	2016-04-21T00:00:00+07:00	49800	54700	44900	50500	54000	49800		53000	23350	1195230000
L18	2016-04-21T00:00:00+07:00	11500	12600	10400	0	0	0		11500	0	0
L35	2016-04-21T00:00:00+07:00	5100	5600	4600	5100	5100	5100		5100	3500	17850000
L43	2016-04-21T00:00:00+07:00	4900	5300	4500	5300	5300	5300		5300	100	530000
L44	2016-04-21T00:00:00+07:00	3400	3700	3100	3600	3600	3500		3500	2700	9680000
L61	2016-04-21T00:00:00+07:00	10300	11300	9300	10300	10300	10200		10200	13700	140970000
L62	2016-04-21T00:00:00+07:00	6200	6800	5600	0	0	0		6200	0	0
LAS	2016-04-21T00:00:00+07:00	29500	32400	26600	29600	29900	29400		29500	34300	1014070000
LBE	2016-04-21T00:00:00+07:00	15600	17100	14100	0	0	0		15600	0	0
LCD	2016-04-21T00:00:00+07:00	7900	8600	7200	0	0	0		7900	0	0
LCS	2016-04-21T00:00:00+07:00	4400	4800	4000	4300	4300	4300		4300	9000	38700000
LDP	2016-04-21T00:00:00+07:00	41300	45400	37200	38000	38000	38000		38000	200	7600000
LHC	2016-04-21T00:00:00+07:00	51500	56600	46400	51500	52400	51500		52100	18600	964390000
LIG	2016-04-21T00:00:00+07:00	7200	7900	6500	7200	7200	7000		7000	696900	4943620000
LM7	2016-04-21T00:00:00+07:00	3200	3500	2900	0	0	0		3200	0	0
LO5	2016-04-21T00:00:00+07:00	3600	3900	3300	3400	3400	3400		3400	100	340000
LTC	2016-04-21T00:00:00+07:00	5500	6000	5000	5700	5700	5300		5400	11000	58870000
LUT	2016-04-21T00:00:00+07:00	3100	3400	2800	3100	3200	3100		3100	5300	16440000
MAC	2016-04-21T00:00:00+07:00	11200	12300	10100	11200	11300	11100		11200	107350	1201340000
MAS	2016-04-21T00:00:00+07:00	138000	151800	124200	138000	138000	137000		138000	900	124100000
MBG	2016-04-21T00:00:00+07:00	20900	22900	18900	20800	21200	20500		20700	196600	4104670000
MBS	2016-04-21T00:00:00+07:00	6400	7000	5800	6300	6300	6100		6200	99925	614682500
MCC	2016-04-21T00:00:00+07:00	14200	15600	12800	15500	15500	14200		14300	7600	108500000
MCF	2016-04-21T00:00:00+07:00	14200	15600	12800	0	0	0		14200	0	0
MCO	2016-04-21T00:00:00+07:00	2600	2800	2400	2400	2400	2400		2400	1900	4560000
MDC	2016-04-21T00:00:00+07:00	8000	8800	7200	0	0	0		8000	0	0
MEC	2016-04-21T00:00:00+07:00	4900	5300	4500	4800	4900	4800		4900	500	2410000
MHL	2016-04-21T00:00:00+07:00	7000	7700	6300	6700	6700	6500		6500	300	1990000
MIM	2016-04-21T00:00:00+07:00	5900	6400	5400	0	0	0		5900	0	0
MKV	2016-04-21T00:00:00+07:00	11300	12400	10200	0	0	0		11300	0	0
